"","YEAR","AGE","SEX","DEGREE","REGION","PersIncomeAdj","MARITAL","EDUC","CLASS_","BORN","PRESTG10","SEI10","FINRELA","SATFIN","UNEMP","JOBLOSE","JobFind"
"58731",2018,60,1,1,8,56511.7809303026,5,12,2,1,48,24.2,3,2,2,4,3
"58733",2018,34,1,1,8,69471.3444605865,5,12,2,1,44,28.7,3,2,1,4,2
"58735",2018,24,1,1,8,41051.2489994375,5,12,2,1,55,37.2,3,2,2,4,1
"58760",2018,44,2,4,8,151573.842459462,1,20,3,1,39,67.7,4,1,2,4,2
"58771",2018,46,1,1,8,11375.6168765826,5,12,2,1,35,34.1,2,3,1,4,2
"58773",2018,49,2,3,8,85260.2863834471,3,17,3,1,64,82.5,4,2,2,4,2
"58781",2018,42,2,0,9,2504.7577466426,3,6,2,2,22,14.8,3,2,1,3,2
"58787",2018,53,2,0,9,29998.9896534351,3,12,3,2,22,24.8,2,2,1,4,1
"58793",2018,38,2,0,9,9482.20696119315,1,9,2,2,21,13.6,2,2,2,2,3
"58803",2018,32,2,3,9,34639.6754634023,5,16,2,1,59,79.6,3,2,1,4,3
"58805",2018,35,2,1,9,6926.92460039739,1,13,2,1,26,28.5,1,3,1,3,2
"58825",2018,60,2,1,9,41051.2489994375,3,15,3,1,51,63.7,2,2,2,3,3
"58826",2018,56,2,3,9,69471.3444605865,1,17,3,1,46,52,4,1,2,4,3
"58827",2018,55,2,3,9,126311.535382885,1,17,3,1,61,80.9,3,1,2,4,3
"58831",2018,46,2,4,9,85260.2863834471,4,16,3,1,69,91.1,4,2,2,4,3
"58840",2018,53,2,1,9,26841.201268863,1,12,2,1,64,84.2,1,2,1,4,2
"58843",2018,55,1,3,9,668794.317545297,1,18,3,1,65,79.4,5,1,2,4,3
"58854",2018,41,2,2,9,26841.201268863,3,14,2,1,33,13.6,3,3,2,4,3
"58858",2018,36,2,3,9,47366.8257685817,5,16,3,1,47,65.3,3,2,1,3,2
"58860",2018,25,2,1,9,26841.201268863,1,14,2,1,52,77.3,2,3,2,4,2
"58862",2018,33,2,1,9,41051.2489994375,5,12,2,1,32,35.8,2,2,1,3,1
"58867",2018,61,2,1,9,85260.2863834471,3,12,3,1,53,68.6,2,1,2,4,1
"58869",2018,53,1,4,9,85260.2863834471,1,20,4,1,61,80.9,1,1,2,3,3
"58893",2018,54,2,3,9,5687.80843829129,1,18,2,1,38,59.1,3,2,2,4,1
"58897",2018,51,2,1,8,26841.201268863,4,10,2,2,37,33.2,4,2,2,4,3
"58904",2018,22,1,1,8,23324.6881238035,5,12,2,1,25,23.3,2,3,2,4,3
"58907",2018,28,1,4,8,69471.3444605865,5,18,2,1,54,62.9,2,1,1,3,2
"58911",2018,26,1,1,8,29998.9896534351,1,12,1,1,25,23.3,2,2,1,3,1
"58918",2018,64,1,1,7,46505.3488913198,1,12,2,1,41,27.2,2,1,2,3,1
"58924",2018,37,1,3,7,83709.6280043756,1,16,3,1,63,81,4,1,2,3,2
"58927",2018,39,2,3,7,13937.9630983878,1,16,2,1,36,24.6,3,2,2,4,2
"58940",2018,51,1,2,7,68207.8450406023,1,14,2,1,48,39.1,3,1,2,4,3
"58955",2018,46,1,1,9,151573.842459462,1,14,3,1,50,46.5,4,2,2,4,2
"58957",2018,48,2,1,7,34009.6716798814,4,14,2,1,64,84.2,2,3,2,3,2
"58964",2018,49,2,1,7,55483.9815839372,1,12,3,1,49,66.1,4,2,2,4,2
"58967",2018,40,1,0,7,55483.9815839372,1,7,2,2,28,25.2,3,2,2,3,3
"58972",2018,25,2,1,7,26353.0310384145,1,15,2,1,55,58.6,2,2,1,4,2
"58975",2018,72,2,4,7,11168.7245897394,1,16,4,1,74,84.5,5,1,2,4,2
"58978",2018,65,2,1,7,26353.0310384145,1,12,1,1,55,37.2,1,3,1,4,3
"58990",2018,46,1,0,7,40304.6357058105,3,8,2,1,35,32,2,3,1,4,2
"58994",2018,32,2,1,4,26006.5356456146,5,12,3,1,24,20.7,3,3,2,1,3
"59001",2018,33,1,4,4,100966.550153562,5,19,3,1,69,91.1,4,3,1,4,3
"59002",2018,63,1,1,4,13754.7037233441,1,12,3,1,49,56.9,3,3,2,4,3
"59007",2018,55,2,0,4,54754.4661075198,5,9,2,1,33,13.6,1,1,2,3,3
"59015",2018,31,2,1,4,54754.4661075198,5,12,2,1,47,38.8,3,2,2,4,2
"59020",2018,50,1,0,9,6926.92460039739,1,3,3,2,49,53.9,3,2,2,4,3
"59022",2018,39,2,1,4,11021.8757658543,1,12,2,1,21,14,3,2,2,4,1
"59024",2018,52,1,1,4,171337.176018166,1,12,3,1,46,39.9,3,2,2,4,3
"59026",2018,36,2,1,3,39774.7015756458,5,12,2,1,49,53.2,3,1,2,1,2
"59029",2018,65,1,1,3,16543.8281815255,1,12,3,1,46,39.9,4,2,1,4,3
"59032",2018,56,2,3,3,82608.9955801874,1,16,3,1,64,84.2,3,1,2,4,3
"59075",2018,27,1,1,3,33562.5051080157,5,13,2,1,24,20.7,3,2,2,4,2
"59080",2018,47,2,3,5,20442.5112299871,3,17,2,1,35,25,3,1,1,2,3
"59097",2018,48,2,1,3,20173.7286391675,1,14,2,1,47,38.8,2,3,2,3,2
"59106",2018,37,1,1,3,13754.7037233441,3,12,2,1,28,21.6,2,2,1,4,1
"59108",2018,29,2,1,9,14196.1534616824,5,15,2,1,33,13.6,3,1,2,4,1
"59109",2018,34,2,0,6,22900.4739367229,1,3,1,2,22,14.8,1,2,1,2,3
"59125",2018,40,2,2,6,55483.9815839372,1,15,2,1,45,59.8,4,2,1,3,3
"59131",2018,30,2,1,6,34009.6716798814,1,12,2,1,32,38.2,2,1,2,4,2
"59137",2018,48,2,1,6,46505.3488913198,1,12,2,1,38,27,2,2,1,4,3
"59152",2018,40,2,2,2,120264.431597996,1,14,3,1,64,84.2,3,3,2,4,2
"59162",2018,32,1,1,5,26353.0310384145,5,12,2,1,24,20.7,1,2,2,3,1
"59170",2018,26,1,1,5,46505.3488913198,5,12,2,1,57,59,3,1,1,4,2
"59175",2018,42,2,3,9,85260.2863834471,3,16,3,1,60,76.3,4,2,1,4,1
"59179",2018,43,2,2,5,83709.6280043756,1,14,3,1,49,51.8,3,1,2,4,3
"59188",2018,50,1,2,1,66145.4373788979,1,14,3,1,44,52.5,3,2,2,4,2
"59194",2018,25,2,3,1,10831.0147097155,5,16,2,1,58,72.7,3,2,1,2,2
"59208",2018,48,2,3,9,104207.01669088,1,17,4,1,49,62.1,5,1,2,4,2
"59211",2018,65,1,4,9,104207.01669088,1,18,3,1,61,80.9,4,2,2,4,3
"59216",2018,61,2,1,9,34639.6754634023,1,13,2,1,39,20.8,2,3,2,3,3
"59226",2018,37,1,3,3,647997.199700706,1,16,3,1,35,32,4,1,2,4,1
"59235",2018,31,1,1,3,82608.9955801874,1,12,2,1,44,36.4,4,2,2,4,2
"59238",2018,45,1,3,3,82608.9955801874,1,16,3,1,45,62,4,2,2,4,2
"59243",2018,50,2,2,3,100966.550153562,3,14,3,2,46,59.8,4,1,2,4,2
"59252",2018,53,1,3,3,122383.697155833,1,16,4,1,72,77.4,4,1,1,4,1
"59257",2018,63,2,3,3,67311.0334357083,1,16,3,1,57,53.8,3,1,2,1,3
"59260",2018,58,1,1,3,45893.8864334375,1,14,3,1,24,20.7,3,3,1,4,2
"59271",2018,38,2,1,3,54754.4661075198,5,12,2,1,47,38.8,3,3,1,4,1
"59278",2018,42,1,3,1,120264.431597996,1,16,3,1,61,83.4,4,2,2,4,2
"59281",2018,46,2,3,5,83709.6280043756,1,16,3,1,52,77.3,3,1,2,3,2
"59284",2018,52,2,4,5,148817.116452223,3,20,3,1,65,80.7,4,1,2,4,1
"59289",2018,45,2,1,5,29453.3876311692,3,12,2,1,55,37.2,2,3,1,4,1
"59300",2018,34,2,4,5,102311.767560903,1,20,3,1,61,71.7,3,2,2,4,3
"59314",2018,42,1,2,5,22900.4739367229,5,14,3,1,48,24.2,3,1,1,4,2
"59320",2018,26,2,4,5,46505.3488913198,5,16,3,1,17,45.3,4,2,1,1,2
"59324",2018,56,2,3,5,656630.723492693,3,16,3,1,49,56.9,4,2,2,3,1
"59328",2018,55,1,4,5,656630.723492693,1,18,4,1,39,67.7,5,1,2,4,1
"59331",2018,30,2,1,5,46505.3488913198,5,12,2,1,51,28.7,3,2,2,4,2
"59336",2018,51,2,4,5,656630.723492693,1,14,2,1,39,67.7,4,1,2,4,1
"59343",2018,39,1,4,5,124014.263710186,1,18,2,2,43,55.1,4,2,2,3,3
"59355",2018,30,2,4,1,120264.431597996,1,18,4,1,72,92.2,5,1,1,4,1
"59364",2018,18,2,1,1,6595.30142883411,5,14,2,1,48,24.2,2,2,2,4,3
"59369",2018,72,1,1,1,521.947633135304,1,12,2,2,55,70.4,3,1,2,4,3
"59375",2018,30,2,3,1,81178.4913286475,5,16,3,1,65,80.7,3,2,1,3,2
"59378",2018,45,1,4,2,53806.3066969435,1,19,2,1,53,64.2,2,2,2,3,3
"59387",2018,69,1,4,1,144317.317917596,1,19,3,1,63,79.3,4,1,2,4,2
"59389",2018,63,2,3,1,144317.317917596,1,16,3,1,59,69.3,4,1,2,4,3
"59392",2018,34,1,3,1,32981.3177214345,5,16,3,1,38,43,3,2,1,1,2
"59401",2018,65,2,1,2,16257.3458634171,3,12,1,1,35,31.6,2,3,1,3,2
"59406",2018,63,2,2,1,120264.431597996,1,15,4,1,64,84.2,5,1,2,4,2
"59416",2018,47,1,1,1,81178.4913286475,3,12,3,1,35,26.8,3,3,1,4,3
"59418",2018,57,2,1,1,25556.1917145742,1,12,2,1,48,24.2,3,2,1,4,1
"59420",2018,51,2,4,9,4417.11439233947,1,18,4,1,51,78.3,4,2,2,4,3
"59422",2018,46,2,3,9,85260.2863834471,3,16,2,1,39,67.7,2,2,2,4,2
"59428",2018,32,2,3,9,20821.1934925147,1,16,2,2,49,37.2,2,3,1,2,3
"59441",2018,22,1,1,9,69471.3444605865,5,12,3,1,38,43,3,1,2,4,2
"59456",2018,46,2,1,2,39085.9402693488,2,12,2,2,48,24.2,3,2,1,3,3
"59461",2018,32,1,3,9,47366.8257685817,5,16,2,1,28,21.6,3,2,2,4,2
"59464",2018,48,2,2,9,85260.2863834471,1,14,2,2,48,24.2,3,3,2,4,2
"59467",2018,40,1,4,2,99218.1560683469,1,18,3,1,45,50,3,3,2,4,2
"59468",2018,70,2,1,9,41051.2489994375,3,14,2,1,47,38.8,2,3,1,3,3
"59476",2018,59,1,3,7,4336.7788019452,1,20,3,2,45,31.2,3,1,1,4,2
"59480",2018,51,2,4,7,102311.767560903,5,18,3,1,64,84.2,4,1,2,4,2
"59481",2018,32,2,1,7,22900.4739367229,1,15,2,1,30,20.1,3,2,2,4,3
"59488",2018,33,1,0,7,40304.6357058105,1,12,3,2,25,23.3,3,2,2,1,3
"59491",2018,46,2,3,7,198422.821936298,1,16,3,1,46,52,5,1,2,4,2
"59499",2018,53,1,0,7,40304.6357058105,1,10,4,1,24,20.7,3,1,1,4,1
"59503",2018,33,1,1,7,102311.767560903,1,12,3,2,32,26.2,3,1,1,4,3
"59507",2018,38,1,1,7,102311.767560903,1,16,3,1,55,71.8,4,1,2,4,3
"59509",2018,66,1,4,7,83709.6280043756,1,17,3,1,44,56.8,4,2,2,3,3
"59513",2018,33,2,3,7,124014.263710186,1,16,3,2,60,76.3,4,2,1,3,2
"59526",2018,60,2,1,7,20442.5112299871,1,12,2,2,47,38.8,3,1,1,4,3
"59527",2018,63,1,1,7,68207.8450406023,1,12,3,1,38,28.4,3,1,2,4,1
"59532",2018,76,2,1,7,538.221904502207,2,13,1,1,34,17,2,1,2,4,3
"59534",2018,59,2,4,2,99218.1560683469,3,18,3,2,48,24.2,4,3,2,4,2
"59538",2018,55,1,1,7,55483.9815839372,5,12,2,1,61,60.5,2,1,2,4,3
"59551",2018,35,2,2,7,83709.6280043756,3,17,3,1,64,84.2,3,3,1,1,2
"59556",2018,46,1,3,2,636776.11242507,1,16,3,2,60,87.9,3,1,2,4,3
"59559",2018,61,1,1,5,656630.723492693,3,13,3,1,43,61.2,5,1,2,4,3
"59566",2018,66,1,3,2,66145.4373788979,1,17,3,1,60,76.3,2,1,2,3,2
"59570",2018,70,1,1,2,4205.64717298193,1,12,3,1,31,40.4,4,1,1,4,3
"59575",2018,53,2,3,2,45099.1618492486,1,16,2,1,44,56.8,2,2,2,4,2
"59577",2018,67,1,3,2,192423.090556794,1,16,3,1,45,62,4,1,1,4,2
"59582",2018,37,1,4,2,99218.1560683469,1,20,3,1,45,59.8,3,1,2,3,2
"59588",2018,45,2,1,2,39085.9402693488,5,15,3,1,47,38.8,2,2,1,4,1
"59591",2018,30,2,4,2,66145.4373788979,5,20,3,1,62,71.4,3,3,1,3,2
"59594",2018,56,1,1,2,28562.8025045241,5,12,3,1,33,13.6,3,3,2,4,2
"59596",2018,27,2,0,2,13516.5194672988,5,7,2,1,48,24.2,3,2,2,4,2
"59597",2018,53,1,3,2,53806.3066969435,1,17,2,1,40,28.3,3,3,2,4,2
"59598",2018,66,2,2,7,34009.6716798814,2,15,3,1,46,60.2,1,3,2,4,2
"59601",2018,50,2,1,7,46505.3488913198,1,14,2,1,48,24.2,3,1,2,3,2
"59604",2018,63,2,1,7,68207.8450406023,3,13,2,1,69,46.6,3,2,2,4,2
"59610",2018,53,2,4,7,173619.96919426,1,19,2,1,58,71.7,4,1,2,3,3
"59612",2018,28,2,1,2,7799.14838913006,4,9,1,1,31,39.7,5,3,1,4,1
"59613",2018,28,1,1,7,6800.9422218666,5,12,2,2,38,28.4,2,2,1,4,3
"59616",2018,56,1,1,7,68207.8450406023,1,13,3,1,48,64.5,2,2,2,4,3
"59634",2018,42,2,0,2,25556.1917145742,1,10,1,1,35,21.8,1,3,1,3,3
"59638",2018,41,2,4,7,102311.767560903,5,20,3,1,51,78.3,3,1,2,4,2
"59650",2018,27,2,1,5,46505.3488913198,5,15,2,1,33,63.7,3,3,1,4,2
"59653",2018,28,2,1,5,34009.6716798814,1,12,2,1,26,31.3,3,1,2,1,2
"59655",2018,42,2,1,5,46505.3488913198,5,13,1,1,50,38.3,2,3,1,4,1
"59657",2018,38,2,1,5,4336.7788019452,1,12,2,1,47,38.8,3,2,2,3,2
"59660",2018,57,1,2,5,173619.96919426,1,15,3,1,43,52.4,5,1,2,4,2
"59663",2018,55,2,4,5,148817.116452223,3,18,3,2,69,46.6,4,1,2,4,2
"59673",2018,36,2,1,5,16764.2481683429,5,12,1,1,25,12.6,2,3,2,4,2
"59675",2018,40,1,1,5,55483.9815839372,1,12,2,1,35,25.1,4,2,1,4,1
"59686",2018,34,1,2,5,55483.9815839372,5,14,2,1,59,65.1,3,1,2,4,2
"59691",2018,65,1,3,5,16764.2481683429,1,16,2,1,39,38.1,3,2,2,3,2
"59699",2018,59,2,1,5,26353.0310384145,1,12,1,2,64,84.2,2,3,1,1,3
"59703",2018,71,2,3,5,46505.3488913198,1,15,3,1,38,59.1,3,1,2,4,3
"59714",2018,32,2,1,5,22900.4739367229,3,14,2,1,31,37.6,1,3,1,1,3
"59717",2018,46,1,1,5,40304.6357058105,1,12,1,2,25,23.8,2,2,1,3,3
"59725",2018,65,1,1,5,68207.8450406023,1,13,2,2,38,58.2,3,1,2,4,1
"59731",2018,71,1,1,5,198422.821936298,1,12,4,1,49,56.9,4,1,2,4,3
"59743",2018,45,1,4,3,146860.436587,1,18,3,1,63,81.6,4,1,2,4,2
"59745",2018,37,1,2,2,81178.4913286475,1,16,2,2,39,41,3,2,2,4,2
"59748",2018,48,2,3,3,195813.915449333,3,16,3,1,50,68.6,4,1,2,4,2
"59752",2018,50,1,2,3,26006.5356456146,2,15,2,1,49,46,3,3,1,4,1
"59753",2018,48,1,1,3,67311.0334357083,3,13,2,1,35,32,3,2,1,4,2
"59771",2018,47,1,0,3,26006.5356456146,1,10,3,1,73,84,3,2,2,1,1
"59775",2018,65,2,3,3,6711.52195202589,2,16,2,1,31,19.6,1,3,1,3,2
"59781",2018,47,1,1,3,146860.436587,3,15,3,1,60,65.2,3,1,2,4,2
"59802",2018,58,1,3,9,69471.3444605865,3,19,3,1,51,63.7,3,1,1,4,2
"59817",2018,56,1,1,8,85260.2863834471,3,12,2,1,38,42.8,4,2,2,4,3
"59830",2018,24,2,1,8,26841.201268863,5,12,2,1,61,60.5,3,3,1,4,1
"59832",2018,59,2,1,8,47366.8257685817,2,14,2,1,38,59.1,3,1,2,4,1
"59837",2018,19,2,1,8,29998.9896534351,1,12,3,1,53,41.1,3,2,2,4,2
"59839",2018,40,1,3,8,14196.1534616824,1,16,3,1,43,57.3,3,3,2,3,1
"59850",2018,44,2,1,8,23324.6881238035,1,15,2,1,28,21.6,3,3,1,4,1
"59851",2018,59,2,1,4,9187.3441454884,3,12,2,1,21,13.6,1,3,1,4,3
"59858",2018,40,2,4,4,13754.7037233441,5,18,3,2,17,45.3,4,1,2,3,2
"59863",2018,54,2,3,4,82608.9955801874,3,16,2,1,61,80.9,3,3,2,4,3
"59867",2018,37,2,1,2,19824.3889046137,3,12,2,1,51,28.7,2,2,1,4,1
"59871",2018,49,1,1,4,4279.75788953949,5,12,2,1,35,25,2,2,1,3,3
"59872",2018,61,1,1,3,647997.199700706,1,12,3,1,46,39.9,3,3,2,4,3
"59874",2018,74,1,3,3,647997.199700706,1,16,3,1,60,76.3,5,1,2,4,3
"59877",2018,41,1,2,9,69471.3444605865,3,14,3,2,56,53.6,3,2,2,4,2
"59879",2018,78,1,0,9,85260.2863834471,1,10,3,1,37,18.6,3,1,2,4,3
"59882",2018,41,2,1,9,26841.201268863,4,12,2,1,38,32.7,1,3,2,4,1
"59887",2018,55,2,2,9,56511.7809303026,1,14,2,2,47,38.8,3,1,1,4,3
"59899",2018,56,2,3,8,126311.535382885,1,17,3,1,48,57.5,3,1,2,4,3
"59900",2018,28,1,3,2,53806.3066969435,5,17,3,1,60,65.3,4,2,1,4,3
"59902",2018,35,1,3,8,85260.2863834471,5,16,3,1,46,52,4,2,2,3,1
"59906",2018,67,1,1,8,56511.7809303026,1,12,2,2,33,13.6,3,1,2,3,1
"59910",2018,41,2,1,8,85260.2863834471,3,20,4,1,59,75.5,3,1,2,4,1
"59911",2018,53,2,1,2,521.947633135304,5,13,1,2,25,12.6,2,3,2,3,3
"59918",2018,42,2,3,8,176836.149536038,3,16,3,1,63,75.7,3,2,2,4,2
"59925",2018,42,2,3,3,26006.5356456146,1,16,3,1,61,89.4,4,1,2,4,2
"59927",2018,47,1,3,3,39774.7015756458,1,16,3,1,31,51.7,3,2,2,4,2
"59930",2018,57,1,3,3,54754.4661075198,3,18,3,1,73,84,3,1,1,4,2
"59933",2018,55,1,4,2,66145.4373788979,1,18,3,1,55,77.2,4,1,2,4,2
"59934",2018,68,2,3,3,29066.1280745104,2,16,2,1,45,50,2,2,2,4,3
"59939",2018,29,1,1,3,22599.3735167962,5,12,2,1,25,23.8,3,2,1,4,3
"59944",2018,62,2,0,2,2384.84367858827,2,8,1,1,35,21.8,1,3,2,3,3
"59945",2018,28,1,4,2,10831.0147097155,5,18,2,1,67,73.6,2,3,1,4,3
"59948",2018,39,1,1,3,67311.0334357083,5,12,1,1,24,30.9,4,3,2,4,3
"59950",2018,25,1,1,4,39774.7015756458,5,12,3,1,24,17.1,5,1,1,4,3
"59953",2018,19,2,1,4,2426.86871460017,5,12,3,1,21,14,3,1,2,4,2
"59956",2018,42,1,4,2,120264.431597996,5,16,3,1,75,91.1,4,2,2,4,3
"59960",2018,27,2,1,4,39774.7015756458,1,15,2,1,17,45.3,3,3,2,4,2
"59961",2018,53,1,1,4,67311.0334357083,5,14,3,1,35,24,3,2,1,4,1
"59962",2018,35,1,1,4,67311.0334357083,3,10,2,1,63,81,3,3,2,3,3
"59965",2018,56,1,1,4,45893.8864334375,1,14,2,1,35,23.7,3,2,2,4,3
"59971",2018,43,2,1,4,33562.5051080157,3,12,2,1,25,12.6,3,2,2,4,2
"59976",2018,51,1,1,5,102311.767560903,1,12,2,1,53,59.1,4,2,2,4,3
"59984",2018,50,2,2,5,55483.9815839372,1,14,3,1,48,28.6,4,3,2,4,1
"59991",2018,54,2,2,5,83709.6280043756,4,14,2,1,69,46.6,4,2,1,3,2
"60012",2018,49,1,0,5,55483.9815839372,1,6,2,2,27,14,3,1,2,4,3
"60015",2018,36,1,1,5,83709.6280043756,1,16,3,1,50,57.4,4,2,2,4,1
"60017",2018,22,1,1,5,102311.767560903,1,13,3,1,50,46.5,4,1,2,3,2
"60025",2018,54,2,1,5,68207.8450406023,3,13,3,1,63,79.3,2,2,1,3,3
"60026",2018,27,1,0,5,55483.9815839372,5,12,1,1,33,13.6,2,3,2,3,3
"60031",2018,32,2,1,5,656630.723492693,3,13,3,1,53,73.9,1,1,2,4,2
"60035",2018,57,1,3,5,68207.8450406023,1,17,2,2,50,57.4,3,2,2,4,2
"60039",2018,46,1,3,5,148817.116452223,1,16,3,1,51,78.3,3,2,2,4,2
"60042",2018,37,2,3,5,124014.263710186,1,16,3,1,60,87.9,4,1,2,4,1
"60045",2018,57,1,1,9,17074.7933530583,1,13,3,1,45,38.8,3,3,2,4,3
"60047",2018,25,1,1,9,17074.7933530583,5,14,2,1,25,23.3,2,2,2,3,3
"64090",2022,34,2,1,5,10151.1477866432,1,13,2,1,29,39.9,2,2,2,3,1
"64099",2022,56,2,2,5,8461.54412995007,1,14,2,1,32,38.2,3,2,1,3,1
"64105",2022,60,2,1,5,42268.2702641705,5,12,3,1,42,59.9,2,3,2,3,2
"64106",2022,58,2,0,5,3941.65709636811,1,9,2,2,33,13.6,2,3,2,2,3
"64109",2022,55,2,1,5,6181.31184343229,3,12,2,1,24,30.9,1,2,1,4,3
"64110",2022,31,2,1,5,61993.4630541167,5,13,2,1,46,52,3,2,2,4,2
"64113",2022,38,2,1,5,76082.8864755068,5,13,2,1,38,43,3,2,2,4,2
"64114",2022,63,1,3,2,35775.153346616,4,16,3,1,21,13.6,3,3,1,1,1
"64122",2022,35,1,1,5,76082.8864755068,1,13,3,1,60,65.3,2,2,2,3,2
"64128",2022,51,2,1,5,42268.2702641705,3,12,2,2,48,24.2,2,3,2,4,2
"64133",2022,47,2,4,5,92990.194581175,1,16,2,2,54,62.9,3,2,2,3,3
"64134",2022,56,2,1,5,61993.4630541167,1,12,2,2,47,65.3,3,3,2,2,3
"64139",2022,48,2,0,5,12668.0823866403,3,12,2,2,21,13.6,3,2,1,4,2
"64145",2022,62,2,3,5,61993.4630541167,3,16,2,2,45,62.1,3,3,1,3,2
"64146",2022,40,1,3,2,582837.790583577,1,16,3,1,64,84.2,4,2,2,4,1
"64154",2022,34,1,0,5,18580.0044542556,5,11,1,2,25,23.3,2,3,1,3,2
"64158",2022,23,2,4,5,36632.5008956144,5,17,2,1,61,80.9,2,2,1,3,1
"64160",2022,25,1,1,5,26769.9045006413,3,12,2,2,35,24,2,3,2,3,2
"64165",2022,36,2,2,5,50428.8643098396,1,16,2,1,52,60.3,2,3,2,4,2
"64171",2022,53,1,3,3,156143.60418472,1,16,3,2,60,83.8,5,1,2,3,3
"64176",2022,44,2,3,3,133837.375015475,1,16,3,1,53,69.3,4,1,2,2,3
"64177",2022,55,2,4,3,92013.1953231388,1,18,3,1,61,71.7,4,2,1,4,1
"64181",2022,47,2,4,3,75283.5234462045,1,18,3,2,59,75.5,3,2,2,4,2
"64190",2022,61,1,1,2,110077.394912665,1,16,3,1,41,42.9,4,2,2,4,3
"64192",2022,20,1,1,3,6116.36803820719,5,12,2,1,34,20.3,3,2,2,3,2
"64205",2022,39,1,4,3,156143.60418472,1,19,4,1,39,67.7,4,1,2,4,2
"64214",2022,41,2,3,3,92013.1953231388,5,19,2,1,36,44.6,4,3,2,3,3
"64223",2022,40,1,3,2,132092.873895198,5,16,3,1,75,86.1,4,2,2,4,2
"64230",2022,21,2,1,3,12534.9854816577,5,13,3,1,28,21.6,2,2,1,4,3
"64245",2022,44,1,0,2,90813.8508029484,1,12,2,2,37,18.6,2,2,2,3,3
"64256",2022,42,1,1,2,35775.153346616,1,12,2,2,26,28.5,2,3,1,3,2
"64279",2022,52,2,4,9,156688.572089456,3,18,3,1,50,68.6,4,2,2,4,1
"64307",2022,47,2,1,9,111920.408635326,5,11,2,1,50,68.6,3,2,2,4,2
"64320",2022,58,2,3,9,75546.2758288448,1,18,3,1,64,84.2,4,1,1,4,1
"64328",2022,40,2,3,9,50073.1908234447,1,16,3,1,48,26.1,4,1,2,4,2
"64331",2022,32,2,3,9,61556.2247494291,5,16,2,1,61,80.9,3,2,2,4,1
"64338",2022,50,1,1,8,111920.408635326,4,12,3,1,35,32,3,1,2,4,1
"64341",2022,40,1,1,8,92334.3371241437,1,12,2,1,38,28.4,4,1,2,4,1
"64349",2022,43,1,3,8,111920.408635326,5,17,2,1,50,68,3,3,2,2,3
"64350",2022,58,1,0,8,61556.2247494291,1,12,3,2,44,52.5,3,2,2,3,1
"64355",2022,36,2,1,8,50073.1908234447,1,14,2,1,45,62.1,2,3,2,4,3
"64361",2022,33,2,1,8,61556.2247494291,1,15,2,1,60,83.8,3,3,1,3,2
"64370",2022,33,1,1,8,50073.1908234447,5,12,2,1,28,25.2,2,1,1,4,2
"64371",2022,35,2,4,8,2219.38170323851,1,18,3,2,35,42.9,2,3,2,4,3
"64377",2022,53,1,1,8,92334.3371241437,3,12,2,1,45,62,3,1,1,3,2
"64383",2022,21,2,1,8,41970.1532382471,5,13,2,1,51,28.7,3,3,2,4,1
"64384",2022,23,1,0,8,50073.1908234447,5,11,2,1,49,45.4,3,2,2,4,2
"64396",2022,21,2,1,8,26581.0970508898,5,12,2,1,46,52,3,2,2,4,3
"64398",2022,65,2,1,8,7258.03850000087,4,10,2,1,48,20.1,3,2,1,3,3
"64400",2022,35,2,1,2,49248.6264839262,1,12,2,1,38,43,3,2,1,4,2
"64407",2022,36,1,1,4,61342.1302154259,1,13,2,1,53,69.3,3,3,1,2,3
"64415",2022,33,2,3,4,49899.0346516028,3,16,3,1,53,59.1,2,3,1,3,2
"64421",2022,42,1,3,4,92013.1953231388,5,16,3,1,60,65.3,4,2,2,4,3
"64423",2022,43,1,4,2,74302.2415660487,1,18,2,2,46,61.4,3,2,1,3,2
"64425",2022,41,1,3,4,61342.1302154259,1,16,2,1,38,43,3,1,1,4,2
"64426",2022,57,2,4,4,156143.60418472,5,19,3,1,50,68.6,4,1,1,4,2
"64434",2022,26,1,4,2,60542.5672019656,5,17,2,1,48,71.4,4,3,2,3,2
"64437",2022,42,2,2,4,49899.0346516028,5,14,2,1,38,40.1,2,3,2,3,2
"64438",2022,23,2,3,4,49899.0346516028,5,16,2,1,31,37.6,2,2,2,4,2
"64448",2022,60,1,1,3,111531.145846229,1,13,3,1,50,68,4,1,2,4,2
"64458",2022,28,2,4,9,30693.0528641517,1,20,3,1,63,86.9,3,2,2,4,1
"64461",2022,50,1,3,9,156688.572089456,1,17,3,2,60,76.3,4,1,2,4,2
"64470",2022,38,2,3,9,92334.3371241437,3,16,3,1,64,84.2,4,1,1,4,2
"64472",2022,57,1,1,9,111920.408635326,1,20,2,1,73,86.5,2,2,2,3,2
"64478",2022,56,2,2,2,18145.1577774036,2,14,2,2,48,24.2,2,2,1,4,2
"64484",2022,45,1,2,8,75546.2758288448,3,14,3,1,35,32,3,2,1,2,2
"64498",2022,44,1,4,8,111920.408635326,1,20,3,1,59,75.5,4,2,2,3,2
"64506",2022,44,2,3,8,61556.2247494291,5,16,2,1,47,65.3,2,3,1,3,3
"64512",2022,34,2,3,2,132092.873895198,3,16,3,2,52,60.3,5,2,2,3,2
"64521",2022,29,1,3,8,41970.1532382471,5,16,2,1,38,59.1,3,3,1,3,3
"64525",2022,33,1,3,8,134304.490362391,1,16,3,1,60,87.9,4,2,2,4,1
