"","YEAR","AGE","SEX","DEGREE","REGION","PersIncomeAdj","MARITAL","EDUC","CLASS_","BORN","PRESTG10","SEI10","FINRELA","SATFIN","UNEMP","JOBLOSE","JobFind"
"34860",1996,35,2,2,4,71086.3804977453,1,14,2,1,31,37.6,3,3,2,3,2
"34864",1996,22,1,1,4,21305.0621443776,5,16,2,1,18,29.4,5,2,2,2,1
"34866",1996,26,1,4,4,25625.2184418272,5,20,1,2,74,84.5,2,3,2,4,1
"34877",1996,31,1,3,4,84810.7910258433,5,16,3,1,43,55.1,4,1,1,4,2
"34880",1996,56,1,1,4,84810.7910258433,1,13,3,1,65,80.7,3,1,2,2,3
"34888",1996,50,1,4,8,335136.115005947,1,20,3,1,72,92.1,4,1,2,4,3
"34890",1996,51,1,3,8,141484.587729544,1,17,3,1,60,87.9,4,1,2,3,3
"34891",1996,37,1,3,8,49781.614201136,1,18,3,1,26,15.8,4,3,1,4,2
"34896",1996,23,2,2,8,49781.614201136,5,14,3,1,36,44.6,3,2,2,4,2
"34904",1996,24,2,3,8,4156.50277729906,5,16,3,1,32,35.8,2,3,1,1,1
"34909",1996,37,1,3,1,132467.084250236,1,16,4,1,60,76.3,4,1,2,1,2
"34911",1996,42,1,1,8,9438.59405253539,5,12,2,1,35,23.7,3,2,2,4,1
"34912",1996,20,1,1,9,909.693497401812,5,12,2,1,22,14.8,3,2,2,4,2
"34917",1996,20,1,1,9,11494.8367275381,5,13,2,1,28,21.6,2,2,2,4,1
"34919",1996,30,1,1,9,57482.5679095559,3,12,3,1,45,31.2,2,2,2,4,2
"34922",1996,36,1,0,9,23557.7078739607,1,6,2,2,33,13.6,2,2,2,3,3
"34929",1996,26,1,1,9,57482.5679095559,1,13,2,1,49,46,2,2,1,4,1
"34934",1996,35,1,2,9,93778.0808151084,4,14,3,2,63,81.6,3,2,1,3,3
"34942",1996,61,1,3,2,63780.4479723357,1,16,3,2,28,21.6,3,3,2,4,3
"34945",1996,36,1,4,5,315944.696205335,1,20,3,1,69,91.1,4,1,2,4,1
"34961",1996,48,1,4,5,133382.536487167,1,18,2,1,70,83.8,2,2,2,3,2
"34970",1996,28,1,4,2,87801.1459163785,1,18,3,1,45,62,3,2,1,3,2
"34978",1996,47,1,1,2,87801.1459163785,1,12,3,1,44,52.5,4,1,2,4,2
"34987",1996,36,1,1,2,53818.923236718,1,12,2,1,25,23.3,3,3,2,4,3
"35003",1996,38,2,1,9,18877.1881050708,5,14,2,1,25,36.5,2,3,2,2,3
"35004",1996,28,1,3,9,34551.5843575379,5,17,3,1,31,39.7,2,3,2,3,1
"35006",1996,24,2,1,9,23557.7078739607,5,13,2,2,31,19.6,2,3,1,4,2
"35014",1996,29,2,3,9,23557.7078739607,1,17,3,1,36,24.6,4,2,1,4,1
"35015",1996,42,1,1,9,115283.738149999,1,12,2,1,43,36.2,4,2,2,3,2
"35019",1996,45,2,3,9,93778.0808151084,1,16,3,1,54,62.9,3,3,2,4,2
"35024",1996,49,1,2,1,63780.4479723357,2,14,3,1,50,57.4,2,3,2,3,3
"35027",1996,44,2,2,1,63780.4479723357,1,14,3,1,31,37.6,3,2,2,4,3
"35037",1998,45,2,1,6,34652.5360140194,1,12,3,1,45,38.3,3,2,2,4,3
"35042",1998,30,1,0,3,67324.8962986599,1,12,2,1,37,33.2,3,1,2,4,1
"35043",1998,20,2,1,9,3953.27022118959,5,12,2,1,16,13.3,2,2,2,4,2
"35056",1998,49,2,3,9,42363.5865861214,1,16,2,2,28,18.6,3,2,1,3,3
"35068",1998,40,1,1,7,60988.1631352557,3,13,3,1,37,18.6,2,2,1,1,1
"35074",1998,23,1,1,7,25367.322746535,1,13,2,1,25,23.3,3,2,1,4,2
"35075",1998,43,2,3,3,33152.5742680281,5,18,2,1,32,35.8,1,2,2,4,2
"35079",1998,43,1,3,7,154816.106420264,1,16,4,1,47,50,4,1,2,4,2
"35090",1998,65,1,1,9,134566.686802974,1,13,3,1,66,62.6,3,2,2,4,3
"35098",1998,40,2,3,9,74759.2704460966,1,16,3,1,43,61.2,4,3,1,4,2
"35103",1998,61,1,1,9,89192.7935935564,1,14,3,2,39,41,3,2,1,3,3
"35105",1998,36,1,3,3,42639.1009891512,5,16,3,1,54,62.9,3,2,1,4,1
"35107",1998,30,1,3,3,58348.2434588386,5,16,3,1,38,27,3,1,2,3,3
"35111",1998,62,1,1,3,16168.7470950862,1,12,2,1,35,32,3,1,2,4,1
"35118",1998,49,1,1,3,58348.2434588386,1,12,2,1,38,28.4,3,2,2,4,1
"35122",1998,41,1,1,3,58348.2434588386,3,13,2,1,35,32,4,2,1,4,2
"35123",1998,19,1,1,3,29594.2290823229,5,13,3,1,35,32,4,1,1,4,2
"35127",1998,42,1,1,3,58348.2434588386,1,12,2,1,45,31.2,3,1,2,3,2
"35131",1998,63,1,0,2,51086.0878848334,1,9,2,1,44,25.1,2,2,2,4,2
"35132",1998,60,2,1,2,34398.9096733275,1,12,3,2,48,24.2,4,1,2,4,3
"35136",1998,39,1,0,2,69855.9034306174,3,11,3,1,45,38.8,3,3,2,4,1
"35144",1998,51,1,1,2,25181.656068669,1,12,2,1,26,15.8,2,3,2,4,3
"35148",1998,64,1,1,3,58348.2434588386,1,12,3,1,59,64.9,3,2,2,4,3
"35150",1998,49,1,1,3,148114.771857052,1,13,3,1,45,62,4,1,2,4,1
"35157",1998,32,1,2,3,42639.1009891512,5,14,2,1,44,28.7,3,3,1,3,1
"35159",1998,23,1,3,3,6278.27099617103,5,16,2,1,44,28.7,3,1,2,3,2
"35175",1998,39,1,1,5,39876.8758961287,3,15,3,1,45,31.2,2,3,2,4,1
"35181",1998,56,2,1,5,12169.4842440656,1,13,3,1,48,26.1,3,2,2,4,1
"35199",1998,48,2,1,5,44568.2730603792,3,12,3,1,31,37.6,3,2,2,4,2
"35203",1998,35,2,1,5,16900.2891444958,4,12,1,1,33,13.6,2,2,2,4,3
"35204",1998,58,1,1,5,21090.6450916043,1,12,2,1,38,28.4,3,3,1,4,3
"35214",1998,42,2,1,5,34652.5360140194,5,12,2,1,50,46.5,2,3,2,4,3
"35217",1998,22,1,1,9,22405.8517478315,5,11,2,1,62,50.4,2,3,1,3,3
"35220",1998,47,2,1,9,74759.2704460966,1,15,3,1,38,43,3,2,2,4,1
"35223",1998,38,2,1,9,3953.27022118959,1,14,3,1,31,39.7,3,3,1,3,1
"35227",1998,51,1,1,9,164470.394981413,1,16,4,1,69,91.1,5,1,1,4,2
"35228",1998,39,1,3,9,134566.686802974,1,17,3,1,72,77.4,4,1,2,4,1
"35233",1998,53,1,1,9,3953.27022118959,1,14,2,1,24,20.7,3,3,1,4,1
"35234",1998,55,2,1,9,54671.9528723668,1,12,2,1,32,35.8,4,2,1,4,2
"35236",1998,26,1,1,9,54671.9528723668,3,12,3,1,31,55.3,2,2,2,3,1
"35238",1998,37,1,1,9,42363.5865861214,3,13,2,2,45,39.2,2,3,1,3,2
"35242",1998,41,2,1,9,64791.3677199504,3,12,3,1,55,37.2,3,2,1,4,2
"35252",1998,29,2,1,2,60541.7829732017,5,14,3,1,17,45.3,3,2,1,2,1
"35253",1998,28,2,2,6,30933.1963422017,3,14,2,1,47,38.8,2,3,2,4,2
"35257",1998,35,2,1,6,12169.4842440656,1,13,3,1,35,21.8,4,1,1,4,1
"35265",1998,47,2,1,6,34652.5360140194,1,12,2,1,47,38.8,2,3,2,4,1
"35271",1998,52,1,1,6,39876.8758961287,1,12,2,1,48,57.5,3,1,2,4,2
"35273",1998,52,2,1,6,39876.8758961287,1,12,2,1,46,52,3,1,2,4,3
"35275",1998,24,2,1,6,34652.5360140194,1,13,2,1,53,69.3,2,2,1,4,1
"35282",1998,27,1,3,2,153682.987547358,5,16,3,1,35,25,5,1,2,4,3
"35283",1998,31,1,2,2,83342.7498529553,1,14,3,1,46,52,4,2,2,3,1
"35286",1998,46,2,2,2,30706.7923240079,1,15,3,1,64,84.2,4,2,1,4,1
"35290",1998,37,1,1,2,83342.7498529553,1,13,3,1,46,74.6,3,3,2,4,3
"35294",1998,31,1,1,2,30706.7923240079,5,12,2,1,31,35.4,3,3,1,4,1
"35295",1998,38,1,1,2,6514.29584791651,1,9,2,1,38,21.4,3,2,1,3,2
"35308",1998,42,2,4,2,44242.0721727244,3,19,2,1,51,63.7,2,3,1,3,3
"35311",1998,58,2,3,2,83342.7498529553,5,16,3,1,64,84.2,4,2,2,4,2
"35312",1998,27,2,1,2,12080.4142332681,4,14,2,1,61,60.5,3,1,1,4,2
"35321",1998,54,1,1,2,428149.626362391,1,13,3,1,41,38.9,5,1,2,4,1
"35323",1998,31,1,0,2,20936.2799641789,5,12,2,1,44,28.7,1,3,1,2,1
"35324",1998,46,2,1,2,39585.0119440165,1,10,2,1,31,21.1,3,1,1,1,3
"35335",1998,50,1,3,1,428149.626362391,1,16,4,1,72,77.4,4,1,2,4,3
"35342",1998,42,2,3,1,44242.0721727244,1,16,3,2,61,89.4,4,1,2,4,1
"35345",1998,49,2,3,1,60541.7829732017,1,16,3,1,48,24.2,4,2,1,2,3
"35349",1998,33,1,3,1,69855.9034306174,1,16,2,1,39,67.7,2,2,1,3,2
"35360",1998,41,1,3,1,44242.0721727244,5,16,2,1,32,17.1,2,3,1,4,2
"35374",1998,31,2,2,8,42363.5865861214,5,14,2,1,64,71.8,2,3,2,4,3
"35385",1998,38,2,1,8,17954.1863903346,1,12,1,1,16,13.3,1,3,2,4,3
"35400",1998,56,1,0,1,83342.7498529553,1,11,2,1,35,32,3,3,2,4,3
"35411",1998,62,2,4,7,126667.723434762,1,19,4,1,71,88.7,4,2,2,4,3
"35415",1998,35,1,1,7,83957.2436514258,1,12,2,1,43,52.4,4,3,2,4,3
"35420",1998,46,1,1,7,83957.2436514258,3,13,4,1,63,81,4,1,1,2,3
"35425",1998,26,1,1,7,44568.2730603792,5,14,2,1,32,26.9,1,2,1,3,2
"35426",1998,26,1,3,7,25367.322746535,5,16,3,2,49,56.9,3,2,1,4,2
"35429",1998,27,2,1,7,44568.2730603792,5,15,2,1,47,38.8,3,2,2,4,2
"35433",1998,25,1,2,7,60988.1631352557,1,16,3,1,49,45.4,5,1,2,4,1
"35440",1998,55,1,3,7,83957.2436514258,1,18,2,1,41,38.9,2,2,2,4,3
"35441",1998,55,2,1,5,30933.1963422017,2,14,2,1,18,30.3,2,3,2,4,1
"35445",1998,43,2,1,5,60988.1631352557,1,15,2,1,48,26.1,3,2,2,4,1
"35450",1998,39,2,1,5,30933.1963422017,1,13,3,1,50,38.3,4,2,2,4,3
"35455",1998,33,1,3,5,60988.1631352557,2,16,3,1,63,81,3,2,1,3,1
"35478",1998,33,1,1,6,25367.322746535,5,12,2,1,36,24.6,3,2,1,4,1
"35485",1998,40,1,1,6,70370.9574637566,2,12,3,1,43,61.2,3,3,1,1,1
"35486",1998,27,2,3,6,103210.73761351,5,18,3,1,66,92,4,1,2,4,1
"35489",1998,47,1,1,6,431306.413133663,1,15,3,1,38,43,4,1,2,3,3
"35492",1998,28,1,4,6,60988.1631352557,5,19,3,1,61,71.7,4,2,1,4,2
"35496",1998,59,2,1,6,60988.1631352557,3,13,2,1,40,49.4,3,3,2,4,3
"35510",1998,28,1,2,6,51462.7503329616,1,14,2,1,49,66.1,3,2,1,3,1
"35511",1998,20,2,1,6,21090.6450916043,1,13,2,1,55,37.2,3,3,2,4,2
"35513",1998,32,1,1,6,126667.723434762,1,12,2,1,49,45.4,3,1,1,3,1
"35515",1998,33,2,1,6,12169.4842440656,3,13,2,1,35,23.7,3,2,1,2,2
"35516",1998,56,2,1,2,20936.2799641789,1,9,2,1,32,31.9,2,2,1,4,2
"35522",1998,23,2,1,6,6562.32635335351,1,12,2,1,32,38.2,2,2,1,4,2
"35536",1998,47,1,1,2,60541.7829732017,1,12,2,1,35,33.9,2,2,2,3,3
"35538",1998,20,2,1,2,3693.98017341105,5,12,3,1,36,24.6,2,2,1,3,2
"35542",1998,46,2,3,2,51086.0878848334,5,17,2,1,55,77,3,2,1,3,2
"35544",1998,33,1,3,2,60541.7829732017,1,16,3,1,53,68.6,2,2,2,4,1
"35559",1998,46,2,1,2,60541.7829732017,5,13,2,1,47,57.8,3,2,2,3,2
"35561",1998,66,2,1,2,34398.9096733275,2,12,2,1,35,21.8,3,2,2,1,3
"35565",1998,38,1,4,2,60541.7829732017,1,20,3,1,54,62.9,4,1,2,4,2
"35571",1998,40,2,2,2,51086.0878848334,1,14,2,1,47,38.8,3,1,2,3,3
"35574",1998,51,1,1,2,83342.7498529553,1,12,3,2,53,59.1,3,1,2,4,1
"35579",1998,20,2,0,6,814.426547713876,5,10,2,1,25,12.6,2,2,1,4,2
"35592",1998,50,1,3,2,102455.325031572,1,16,2,1,64,82.5,4,1,2,4,3
"35593",1998,60,1,0,6,83957.2436514258,1,12,3,1,43,52.4,4,2,2,4,3
"35594",1998,64,1,0,6,34652.5360140194,1,0,2,1,47,50,2,1,2,4,1
"35596",1998,51,1,3,6,126667.723434762,1,16,3,1,59,75.5,4,1,2,3,3
"35601",1998,47,1,2,7,83957.2436514258,3,15,3,1,49,51.8,4,3,2,3,2
"35603",1998,48,2,1,2,12080.4142332681,1,12,3,1,32,35.8,3,3,1,3,3
"35606",1998,38,1,1,7,34652.5360140194,5,12,3,1,40,28.3,4,3,1,4,1
"35625",1998,64,2,4,2,125740.626175111,1,20,3,2,74,84.5,3,1,2,4,3
"35628",1998,38,1,1,5,60988.1631352557,3,14,2,1,31,19.6,3,3,1,4,1
"35635",1998,42,1,3,5,34652.5360140194,1,16,2,1,38,52.4,3,1,1,3,1
"35636",1998,37,1,0,2,125740.626175111,3,12,2,1,36,31.1,3,2,2,4,3
"35640",1998,37,2,4,5,60988.1631352557,2,18,3,1,55,77.2,3,2,1,3,2
"35643",1998,33,2,1,5,103210.73761351,3,12,2,1,38,58.2,3,1,2,4,1
"35662",1998,26,1,3,5,34652.5360140194,1,15,3,1,38,43,3,2,1,3,1
"35664",1998,46,1,1,5,103210.73761351,3,15,2,1,33,44.9,3,3,2,4,3
"35673",1998,48,2,3,3,80323.0896107211,1,16,3,2,47,38.8,4,1,2,4,3
"35674",1998,57,2,4,3,412636.982410338,3,20,3,1,51,78.3,4,1,2,4,2
"35682",1998,58,1,1,3,80323.0896107211,3,14,3,1,45,46.6,4,1,2,4,3
"35684",1998,22,2,1,3,779.17346649649,5,13,2,1,35,21.8,3,3,1,4,1
"35687",1998,35,1,1,3,33152.5742680281,3,13,3,1,31,19.6,3,2,2,4,1
"35699",1998,33,2,4,7,70370.9574637566,1,18,3,1,54,62.9,3,2,1,4,2
"35700",1998,59,2,4,7,70370.9574637566,1,18,3,2,64,82.5,4,2,2,4,2
"35701",1998,26,1,1,7,14087.3274048112,5,14,2,1,35,25,2,2,1,4,2
"35707",1998,37,2,3,7,70370.9574637566,5,16,3,1,43,43.1,4,2,2,4,3
"35709",1998,29,1,3,7,51462.7503329616,1,16,2,1,46,59.8,3,1,2,4,1
"35716",1998,53,1,3,7,44568.2730603792,1,16,2,2,35,23.7,4,3,2,4,3
"35718",1998,32,1,3,7,83957.2436514258,5,18,3,2,33,44.9,4,2,1,4,3
"35722",1998,27,2,3,7,21090.6450916043,5,16,2,1,53,69.3,3,3,1,4,2
"35723",1998,48,2,0,7,21090.6450916043,3,6,3,1,31,19.6,2,2,2,3,2
"35730",1998,28,2,1,5,21090.6450916043,5,12,2,1,34,17,1,3,2,4,1
"35734",1998,21,2,1,5,25367.322746535,5,12,3,1,48,57.5,3,1,2,4,1
"35737",1998,23,2,1,5,21090.6450916043,1,13,2,1,48,24.2,2,2,2,4,2
"35752",1998,35,2,1,5,12169.4842440656,1,14,2,1,38,43,3,3,2,3,1
"35753",1998,52,2,3,5,30933.1963422017,3,16,2,1,48,26.1,3,2,2,3,2
"35774",1998,40,1,1,3,42639.1009891512,1,12,2,1,35,24,3,2,1,4,1
"35777",1998,30,1,1,3,20177.7202533504,5,12,2,1,33,13.6,3,3,2,3,1
"35780",1998,33,2,3,3,67324.8962986599,5,16,3,1,45,38.3,4,2,2,4,2
"35782",1998,49,2,1,3,80323.0896107211,3,15,2,2,46,59.8,4,3,2,2,3
"35788",1998,29,1,1,3,67324.8962986599,4,14,2,1,24,34.8,2,3,1,2,2
"35791",1998,38,1,1,3,121184.813337588,3,12,3,1,63,81,4,1,2,4,2
"35793",1998,59,1,0,3,42639.1009891512,1,12,2,1,43,52.4,3,1,2,4,2
"35796",1998,44,1,1,3,80323.0896107211,1,12,3,1,36,27.5,3,2,2,4,3
"35799",1998,40,1,1,3,49235.145495852,4,12,2,1,28,21.6,3,2,1,3,2
"35801",1998,27,2,0,7,21090.6450916043,3,11,1,1,28,21.6,3,3,2,4,1
"35802",1998,35,2,1,2,8388.29688394854,1,12,3,1,38,43,3,1,2,4,1
"35803",1998,41,2,0,3,24269.2786177409,3,10,2,1,22,17.5,3,2,1,4,1
"35810",1998,57,2,1,3,38150.7745692406,1,14,3,1,40,41.8,3,2,1,3,1
"35813",1998,33,1,1,2,44242.0721727244,1,12,3,1,45,39.2,2,3,1,3,3
"35814",1998,61,1,1,5,60988.1631352557,1,12,3,1,42,31,3,3,2,4,3
"35815",1998,25,2,2,5,10291.0488194998,5,17,2,1,49,37.2,3,2,2,4,1
"35817",1998,34,1,3,5,103210.73761351,1,16,3,1,44,28.7,3,2,1,2,2
"35821",1998,35,1,1,5,126667.723434762,1,12,2,1,44,52.5,3,2,2,2,3
"35825",1998,32,1,1,5,44568.2730603792,1,13,3,1,31,39.7,3,1,2,4,3
"35833",1998,56,1,2,5,83957.2436514258,3,15,3,1,49,56.9,3,2,1,4,1
"35837",1998,34,2,1,5,39876.8758961287,1,12,2,2,48,26.1,3,3,2,4,2
"35841",1998,28,2,0,5,21090.6450916043,5,11,2,1,48,24.2,3,2,1,4,2
"35847",1998,35,1,1,4,33152.5742680281,5,12,2,1,35,25,2,2,2,3,1
"35851",1998,41,1,1,4,80323.0896107211,3,11,2,1,35,26.8,4,3,2,3,3
"35856",1998,26,1,1,4,80323.0896107211,1,12,3,1,40,28.3,3,2,1,4,2
"35859",1998,40,1,1,4,98743.1812380345,3,13,3,1,44,28.7,4,1,2,4,1
"35861",1998,40,1,1,4,13477.5465737077,4,13,2,1,44,28.7,1,3,1,4,2
"35870",1998,43,1,0,4,20177.7202533504,1,11,2,1,37,18.6,3,3,1,4,3
"35887",1998,51,2,1,8,54671.9528723668,1,15,3,1,40,49.4,4,1,1,4,1
"35891",1998,38,1,1,8,36813.4583482032,1,13,2,1,46,60.2,2,3,1,4,3
"35892",1998,34,1,3,8,54671.9528723668,1,16,3,2,50,57.4,3,1,1,4,2
"35900",1998,46,1,3,8,89192.7935935564,1,18,3,1,64,82.5,4,2,2,4,1
"35905",1998,28,1,2,3,67324.8962986599,3,14,2,1,59,65.1,4,1,2,4,3
"35911",1998,44,1,3,2,428149.626362391,1,16,3,1,53,69.3,4,2,1,4,3
"35913",1998,28,1,1,3,49235.145495852,5,13,2,1,45,31.2,3,2,1,4,2
"35921",1998,36,1,1,3,98743.1812380345,1,12,3,1,60,65.3,4,1,2,4,2
"35940",1998,33,1,2,5,83957.2436514258,5,14,3,2,45,62,3,2,1,4,2
"35946",1998,55,2,4,9,26949.2218104089,1,19,3,1,55,77.2,4,2,2,4,2
"35950",1998,35,1,4,9,134566.686802974,1,18,3,1,75,89.3,4,2,2,4,1
"35951",1998,29,1,4,9,74759.2704460966,5,20,3,1,43,55.1,4,1,2,4,1
"35952",1998,28,2,1,9,47347.5379491945,5,13,2,1,35,42.9,3,2,1,4,3
"35955",1998,52,2,1,2,125740.626175111,3,13,3,1,60,83.8,4,1,1,4,2
"35960",1998,43,2,4,9,54671.9528723668,1,17,3,1,61,71.7,4,1,2,4,1
"35967",1998,44,2,1,9,36813.4583482032,1,12,3,1,31,37.6,3,1,2,4,2
"35977",1998,44,1,4,9,164470.394981413,1,18,3,1,56,88.7,4,2,2,4,2
"35982",1998,50,1,3,2,51086.0878848334,1,16,2,1,45,62,4,2,1,3,2
"35988",1998,44,2,4,9,199358.054522924,3,20,4,1,51,78.3,5,2,2,3,3
"35993",1998,24,1,3,2,51086.0878848334,5,16,2,1,63,81,2,2,1,3,2
"35994",1998,52,1,1,2,102455.325031572,1,14,2,1,42,31,4,2,2,4,1
"36002",1998,44,1,1,5,44568.2730603792,5,12,2,1,35,25,1,2,2,3,2
"36004",1998,45,2,0,5,6562.32635335351,5,13,2,1,25,12.6,3,2,2,4,2
"36010",1998,47,2,4,9,89192.7935935564,3,18,2,2,54,72.5,2,3,2,3,3
"36014",1998,43,2,1,5,70370.9574637566,1,14,3,2,38,43,3,2,2,4,1
"36015",1998,31,1,1,5,60988.1631352557,1,12,2,1,49,45.4,2,2,2,4,1
"36016",1998,47,1,1,5,83957.2436514258,3,11,2,1,43,36.2,4,1,2,2,3
"36023",1998,45,2,3,5,60988.1631352557,3,17,2,1,53,41.1,3,2,1,4,2
"36026",1998,48,2,4,5,126667.723434762,1,16,3,1,44,56.8,3,2,2,4,1
"36045",1998,37,1,2,9,74759.2704460966,5,14,2,1,38,27,2,2,1,4,3
"36049",1998,34,1,4,9,109646.929987608,1,18,3,1,65,86.7,3,3,2,3,2
"36050",1998,41,1,4,9,109646.929987608,5,17,3,1,60,87.9,4,1,2,3,1
"36055",1998,36,2,1,9,36813.4583482032,3,12,2,1,25,23.8,2,3,2,4,1
"36059",1998,62,1,2,8,458202.558934944,1,16,3,1,45,62,1,1,2,4,3
"36061",1998,34,2,3,8,26949.2218104089,1,16,3,1,44,52.6,4,1,2,4,3
"36063",1998,29,1,1,8,36813.4583482032,5,14,2,1,29,46.7,3,3,2,3,3
"36066",1998,27,1,1,8,32862.1817075589,5,14,1,1,44,52.5,2,3,1,4,3
"36071",1998,23,2,3,8,14965.8091530359,5,16,3,1,33,22.4,4,3,2,4,1
"36088",1998,34,1,3,4,29594.2290823229,5,16,3,1,61,80.9,2,3,1,1,2
"36093",1998,23,1,1,4,6278.27099617103,5,12,3,1,24,14.6,3,2,1,3,2
"36094",1998,21,1,1,4,38150.7745692406,5,14,3,1,47,57.8,3,2,2,3,1
"36098",1998,35,2,1,9,32862.1817075589,3,12,1,1,38,43,2,3,2,3,3
"36100",1998,26,1,2,4,80323.0896107211,5,12,2,1,49,45.4,4,2,2,3,1
"36105",1998,27,1,1,4,42639.1009891512,2,12,3,1,38,27,3,2,1,4,1
"36110",1998,29,2,4,4,98743.1812380345,5,17,3,1,57,75.6,1,1,2,4,1
"36114",1998,37,2,1,4,49235.145495852,5,12,1,1,52,60.3,2,2,2,4,2
"36117",1998,33,1,1,3,42639.1009891512,1,13,3,1,55,61.4,3,2,2,4,3
"36121",1998,26,2,1,3,20177.7202533504,1,13,2,1,35,21.8,2,1,1,1,2
"36125",1998,25,2,1,4,779.17346649649,5,18,2,1,32,35.8,4,3,2,4,3
"36131",1998,27,2,2,7,30933.1963422017,5,17,2,1,45,19.7,2,2,2,4,3
"36133",1998,36,2,1,9,17954.1863903346,5,13,2,1,48,24.2,3,2,2,4,2
"36138",1998,42,1,1,5,431306.413133663,1,14,3,1,45,62,4,1,1,4,2
"36139",1998,77,1,1,5,431306.413133663,1,16,4,1,49,56.9,5,1,2,4,3
"36140",1998,42,1,1,5,51462.7503329616,1,13,3,1,38,43,1,3,1,4,2
"36160",1998,56,1,3,5,83957.2436514258,1,16,3,1,72,77.4,5,1,2,4,2
"36167",1998,37,1,1,5,30933.1963422017,3,13,2,1,18,30.3,3,2,1,3,2
"36180",1998,53,2,2,5,103210.73761351,5,15,2,1,38,58.2,3,1,2,4,3
"36181",1998,32,1,0,5,126667.723434762,5,9,2,1,44,28.7,4,1,1,3,2
"36183",1998,28,1,1,5,60988.1631352557,1,13,2,1,59,65.1,3,2,1,3,3
"36185",1998,59,2,1,5,16900.2891444958,2,12,2,1,24,17.1,4,3,1,4,3
"36198",1998,35,2,1,9,64791.3677199504,5,12,3,1,46,52,3,1,2,3,3
"36204",1998,51,1,3,5,103210.73761351,1,17,3,1,66,92,3,1,2,4,1
"36208",1998,41,1,1,5,60988.1631352557,5,11,2,1,35,32,3,2,1,3,2
"36212",1998,47,1,1,5,70370.9574637566,1,12,3,1,45,62,3,2,2,4,3
"36231",1998,24,1,3,9,26949.2218104089,5,16,3,1,60,87.9,4,1,1,3,2
"36234",1998,44,2,4,1,102455.325031572,1,18,3,1,64,82.5,3,3,2,4,3
"36241",1998,33,2,0,1,102455.325031572,1,8,3,2,24,20.7,3,1,2,4,1
"36243",1998,28,1,3,9,22405.8517478315,5,16,3,1,31,19.6,3,2,2,3,1
"36247",1998,29,2,2,1,51086.0878848334,5,14,3,1,39,67.7,4,2,1,3,1
"36252",1998,34,1,1,1,83342.7498529553,3,15,2,1,38,43,3,3,1,4,1
"36261",1998,26,2,4,5,44568.2730603792,5,18,3,1,48,26.1,3,2,2,3,1
"36262",1998,50,2,2,5,60988.1631352557,1,14,2,1,47,38.8,3,2,2,4,2
"36264",1998,28,1,1,9,36813.4583482032,1,14,3,2,38,28.4,3,2,2,4,1
"36271",1998,29,2,3,5,83957.2436514258,5,18,2,2,65,87.3,3,3,1,2,2
"36275",1998,33,1,0,9,54671.9528723668,1,6,2,2,35,20.9,3,2,2,3,1
"36276",1998,44,2,3,5,103210.73761351,2,16,2,1,32,35.8,2,3,1,4,3
"36286",1998,26,2,3,5,51462.7503329616,5,16,3,1,33,63.7,3,2,2,4,2
"36294",1998,42,2,1,5,51462.7503329616,1,13,2,1,47,38.8,4,2,2,3,2
"36298",1998,37,2,2,5,34652.5360140194,3,14,1,2,60,76.3,2,3,1,4,1
"36322",1998,23,1,1,8,54671.9528723668,5,15,3,1,31,39.7,3,1,2,4,2
"36326",1998,43,2,3,8,64791.3677199504,1,16,3,1,31,37.6,3,2,2,4,3
"36329",1998,34,2,1,8,17954.1863903346,5,12,2,1,28,21.6,1,3,1,4,1
"36330",1998,54,2,3,8,26949.2218104089,3,20,1,1,74,84.5,2,3,1,4,3
"36334",1998,26,2,2,8,12928.3698358116,5,14,2,1,39,41,3,2,2,4,2
"36344",1998,37,2,1,8,54671.9528723668,1,13,2,1,49,42.7,4,2,2,4,1
"36345",1998,49,2,3,8,54671.9528723668,1,16,3,1,39,41,3,2,2,4,1
"36354",1998,48,1,1,8,109646.929987608,1,14,2,1,43,57.3,3,1,2,4,2
"36363",1998,50,2,1,8,64791.3677199504,3,14,2,1,31,19.6,3,2,2,1,1
"36364",1998,51,2,4,8,89192.7935935564,5,17,3,1,52,67.8,3,2,1,4,2
"36373",1998,33,2,1,1,3693.98017341105,1,12,3,1,38,25.7,4,1,1,3,1
"36376",1998,43,2,2,1,69855.9034306174,3,14,2,1,61,71.7,3,2,2,4,3
"36377",1998,42,1,0,1,60541.7829732017,1,11,2,1,72,86.6,3,2,2,2,2
"36380",1998,44,2,1,1,10215.7273176935,1,12,3,1,48,26.1,3,2,1,4,3
"36388",1998,42,2,1,1,39585.0119440165,1,12,2,1,47,38.8,3,2,2,4,3
"36389",1998,31,1,1,1,153682.987547358,3,12,3,1,56,53.6,5,1,1,4,1
"36390",1998,25,2,3,1,34398.9096733275,5,16,2,1,47,38.8,3,1,1,4,2
"36403",1998,42,2,1,5,60988.1631352557,5,12,3,1,35,20.9,4,2,2,3,3
"36409",1998,45,1,1,5,25367.322746535,5,12,2,1,25,23.8,2,3,1,3,1
"36412",1998,55,2,1,5,34652.5360140194,1,14,2,1,64,84.2,2,3,2,3,3
"36420",1998,41,2,1,5,44568.2730603792,4,12,2,1,39,38.1,2,3,1,3,2
"36423",1998,44,1,3,5,103210.73761351,1,16,2,1,43,55.1,3,2,2,4,3
"36424",1998,47,1,3,5,39876.8758961287,1,16,2,1,35,32,3,3,2,3,2
